,ood_score_normalized_spatial,ood_score_normalized_magnitude,ood_score_normalized_all
ADE_val_00001683,0.2224394361953888,1.7615445154526525e-05,1.543139076528179e-05
ADE_val_00001865,0.2929053735765574,6.352479129331329e-06,7.834203193124488e-06
ADE_val_00000317,0.17263625219906714,1.794537884501647e-05,1.531534556024303e-05
ADE_val_00000434,0.26954437538307263,8.111097898880575e-06,9.643393579956214e-06
ADE_val_00000435,0.26470161111235396,1.7284781433111875e-05,1.771261530513498e-05
ADE_val_00000616,0.174369144177707,5.659393892298867e-06,4.376363387969788e-06
ADE_val_00000497,0.3407312775029325,1.0815434717803957e-05,1.2269551020893438e-05
ADE_val_00001909,0.022446710315851177,4.5273216809496465e-06,4.536151282742605e-06
ADE_val_00001931,0.15055911300585154,1.4072320704072436e-05,1.2900079225076483e-05
ADE_val_00000211,0.38434044021358477,7.047715276981078e-06,9.249724398241539e-06
ADE_val_00000192,0.40983049128330296,1.0242507637922603e-05,1.5091516089668339e-05
ADE_val_00000148,0.479384943084629,6.707579484537844e-06,9.050441706009176e-06
ADE_val_00001036,0.09239178422013204,4.592886154638964e-06,6.4679063114716416e-06
ADE_val_00001237,0.3999866907175745,2.149140783569632e-05,2.822357599588895e-05
ADE_val_00001872,0.23176724419670144,3.0892071160826136e-06,4.807021134291728e-06
ADE_val_00000100,0.05309764370652367,3.9322612108487915e-06,4.873810703719984e-06
strasbourg_000000_027233,0.3827481448187238,0.11094969351676139,0.11094978828504702
dusseldorf_000068_000019,0.383624333488808,0.0772595117418123,0.0772610391787897
hamburg_000000_046510,0.421139030711243,0.12623397809206266,0.12624014039018142
jena_000015_000019,0.25178949944024853,0.07588919867374307,0.07589759297658202
zurich_000027_000019,0.3329362327268403,0.1501281977442521,0.15013935546113139
bremen_000152_000019,0.3323318641718654,0.1356937968467825,0.13570409562008234
hanover_000000_038927,0.25014676554466203,0.2626469593237576,0.26265884736515854
strasbourg_000001_055860,0.3594577358315805,0.17639679341734782,0.17641167755771198
bremen_000202_000019,0.32678231116208606,0.13096610768359931,0.13097836269009563
strasbourg_000000_025907,0.37980184903171577,0.2112366414270883,0.21125000195211247
tubingen_000032_000019,0.3808457482074844,0.0960696358708275,0.09607339151658088
frankfurt_000000_013942,0.28104689647683934,0.15686098793703168,0.15686116023711044
weimar_000074_000019,0.4129823894004561,0.0928765699282492,0.09288047963530198
bremen_000180_000019,0.14574129077040385,0.2857805700071801,0.28580447585207575
strasbourg_000001_052198,0.37947044610704916,0.15920067017177297,0.1592089038121896
aachen_000146_000019,0.3751955983793642,0.10042384321907001,0.10043258685189323
zurich_000015_000019,0.38263893873376664,0.03435697471215691,0.03435780394643649
strasbourg_000001_016253,0.32867320564424723,0.12973565065618062,0.1297416926267729
weimar_000109_000019,0.20484119712196305,0.19288725689183903,0.19289915432291715
hanover_000000_049269,0.257202240947996,0.1667788636029312,0.16678906455936535
munster_000160_000019,0.2686356179717238,0.18511075262091523,0.18512695885359132
tubingen_000082_000019,0.4303759573501347,0.04855585086610595,0.04855553948275095
frankfurt_000001_012038,0.24907804722777918,0.18455855883368497,0.18455782856983366
hamburg_000000_077756,0.3847539611093053,0.18654084000336396,0.18654064451787616
munster_000086_000019,0.40428266334485713,0.08943678798283486,0.0894476284063842
stuttgart_000068_000019,0.3483288847667114,0.12359375484620236,0.12359435864634268
frankfurt_000001_023769,0.25541871822194595,0.13109669726720297,0.13109793303116193
hanover_000000_028202,0.38175883278657236,0.15509830061933993,0.15510811981993056
hamburg_000000_032719,0.43062479008179955,0.13908323780794893,0.13908191413580745
munster_000161_000019,0.33715940900179503,0.160273064448695,0.1602833257949529
stuttgart_000024_000019,0.21720639657865246,0.1411105593625293,0.14111882320187355
hanover_000000_043236,0.36769213899175074,0.1605525676562922,0.16056309074291003
cologne_000066_000019,0.28115499048003534,0.17537286295861626,0.1753846666233493
frankfurt_000001_012519,0.39281177438082615,0.10733912660860578,0.10734760947524043
bremen_000075_000019,0.36661874889343604,0.1501889635725932,0.15019256102378117
hamburg_000000_100300,0.16992139997954786,0.19371929340074345,0.19373465243887744
hamburg_000000_079376,0.290185959355048,0.1761269588483039,0.17612671353370854
munster_000005_000019,0.27711250197924475,0.1214968964813187,0.12150377299225688
darmstadt_000027_000019,0.39310394573485113,0.09645253888066765,0.09645998898303484
strasbourg_000000_003632,0.23124436346648228,0.13812988849905342,0.1381350944300648
strasbourg_000001_063385,0.1973404464261135,0.17620691047432463,0.17620938648701243
hanover_000000_033457,0.4082910058681663,0.1347204541724877,0.13472980239621515
ulm_000019_000019,0.1575279302544726,0.20886862361584993,0.20888073257041723
hamburg_000000_073549,0.3454890841156447,0.23260743009667817,0.23262208292572328
frankfurt_000001_046504,0.37372645208342253,0.13143446214305213,0.13144726949842128
erfurt_000099_000019,0.3820191972882588,0.12446846661973339,0.12447495172590793
zurich_000043_000019,0.37980196875968897,0.10523016454602767,0.10524079641917217
monchengladbach_000000_010280,0.2567472408461683,0.23515020993033653,0.23516515573010266
strasbourg_000000_034652,0.5686357754778245,0.14800201358686235,0.14800427313917763
stuttgart_000084_000019,0.38845373990597504,0.0846227281097076,0.08462560090266237
darmstadt_000022_000019,0.4129090575925909,0.12787765268792312,0.12788537747335882
jena_000096_000019,0.38345664808157065,0.1180946170229328,0.11809689964445655
strasbourg_000001_062362,0.19628753863589665,0.15291552018736712,0.15292489980782656
zurich_000033_000019,0.1786440504089815,0.14597302124813918,0.14597986951413003
frankfurt_000001_051737,0.3867018527961069,0.12250854034233959,0.12250762375980208
hanover_000000_048274,0.2302408993551551,0.16130222624318102,0.1613194700660415
frankfurt_000001_077434,0.36579457100368207,0.1197012967051858,0.11970532949304813
jena_000059_000019,0.3808880411267684,0.09334666006118586,0.09334948982213385
stuttgart_000106_000019,0.4945133486705576,0.04547896225579073,0.045482566415807564
bremen_000223_000019,0.4220796158519115,0.09498974766985512,0.09499032728126544
cologne_000143_000019,0.38630952951734304,0.09325343794985949,0.09325610521185461
hamburg_000000_069177,0.1578856948557254,0.3576661753869448,0.3576982951877655
ulm_000056_000019,0.3937828285017036,0.21585868298219754,0.21586247408811338
frankfurt_000001_047178,0.3882243474519543,0.055067394598545,0.055067105100574165
aachen_000109_000019,0.39352581265826364,0.000383403324408916,0.00038485680521494424
krefeld_000000_035124,0.38162532542740074,0.13060704915642346,0.1306097065557724
bremen_000110_000019,0.36100574062021434,0.15059157963601308,0.15059804259195886
bochum_000000_013209,0.38196001534723906,0.21128305651963106,0.21128608638990584
bochum_000000_014332,0.2592641424283569,0.2127345683252085,0.21274162202022215
aachen_000022_000019,0.3926482325410238,0.10786984736406936,0.10787317781341313
cologne_000126_000019,0.3651067012209576,0.0952991583997378,0.0953064577342764
tubingen_000058_000019,0.44771508116384096,0.058915408269148685,0.05891558619236151
jena_000038_000019,0.29705892695021224,0.15624486376176236,0.1562507816561998
frankfurt_000001_019698,0.34338717189738105,0.12851867464701244,0.1285262743013648
bremen_000134_000019,0.3025435297156419,0.2541086870717137,0.25412589749639475
jena_000056_000019,0.42035425335715987,0.17659958979874998,0.17660175802671482
hanover_000000_047499,0.3772671439186169,0.17534337582221654,0.17534854872167746
krefeld_000000_003096,0.14020865929271661,0.1514678364008773,0.1514701288843616
dusseldorf_000165_000019,0.33265139807295957,0.13012536386779325,0.1301279912243645
jena_000047_000019,0.31514166870796595,0.10443560492256605,0.10443925961202537
dusseldorf_000076_000019,0.4122899696927608,0.0854829505535215,0.08548624508401256
dusseldorf_000116_000019,0.38149671316726114,0.12822827796249647,0.1282356813874099
frankfurt_000001_028335,0.3636656367702613,0.11504204933783597,0.11504414476933901
frankfurt_000001_012699,0.32166369815641815,0.17513919161489716,0.17514221635788202
dusseldorf_000135_000019,0.3867288892078013,0.12571109855646934,0.12571507441345603
hanover_000000_042382,0.18306661529077506,0.1478674487236366,0.14787208257209927
bremen_000156_000019,0.19560437657415866,0.14565057320153205,0.14566187492389487
strasbourg_000000_014743,0.3901423987141192,0.11418376564673313,0.11418255767683079
cologne_000003_000019,0.38478631961935617,0.15919555774127606,0.15921009590094998
cologne_000010_000019,0.20528054610366087,0.21593776264658024,0.21595331815464244
darmstadt_000064_000019,0.39161996167675106,0.07708621591648576,0.07708565759847666
hanover_000000_027007,0.3470110981228347,0.15456883401305574,0.15457220712325598
munster_000107_000019,0.2513948003157248,0.16544973870720847,0.16545811958857598
frankfurt_000001_052594,0.3872411617369626,0.17044629895211943,0.17045032335627738
strasbourg_000000_007441,0.30337993955193826,0.14426570366149227,0.14427523825176863
weimar_000066_000019,0.41383199495028267,0.12199547043540233,0.12200131752473953
bremen_000204_000019,0.46768827105919974,0.05959973107964139,0.059601578502145106
strasbourg_000001_060061,0.2501342569528715,0.17696644425583913,0.17697565381725464
stuttgart_000111_000019,0.37800355275027164,0.14598977022616957,0.14599528789910476
aachen_000172_000019,0.37873693871037506,0.10063510152543964,0.10064360228688803
aachen_000044_000019,0.37048457659110307,0.1175470982855856,0.11755394948746316
weimar_000048_000019,0.4083058692510176,0.16474317121947213,0.16475262016827136
hamburg_000000_037741,0.1831958071106679,0.35096421676717987,0.3509939051323506
bremen_000285_000019,0.2887646954751385,0.1174310157087669,0.11743773453670873
erfurt_000085_000019,0.22715687617293187,0.15555318245268784,0.15555996542126516
frankfurt_000001_054884,0.3896330676638213,0.12690179220888578,0.12691214153085978
dusseldorf_000150_000019,0.44551208601284015,0.11936014299086037,0.11936144558652752
aachen_000152_000019,0.4256558466510126,0.020909932023626964,0.020911735995224
strasbourg_000001_006916,0.40542797754105286,0.2172192303897251,0.2172187774123272
monchengladbach_000000_030010,0.40336754162469657,0.14691873206044534,0.14692441641024356
frankfurt_000000_000294,0.38780909644067324,0.12987164836915485,0.1298728429290528
cologne_000103_000019,0.32618744281552253,0.13994501286567143,0.13995169579256128
bochum_000000_024717,0.2865165059345117,0.09922744277586674,0.09923151647910947
cologne_000001_000019,0.38176954837776034,0.14830612120166808,0.14831180389366536
hamburg_000000_090398,0.40450501202306477,0.17239312387611877,0.17239328233047663
stuttgart_000003_000019,0.40249765557778144,0.09941891770537513,0.09943315958522957
cologne_000065_000019,0.3926910229918683,0.13124803205134877,0.13124978230091594
hamburg_000000_088627,0.19602476609805625,0.29062753970985217,0.2906522894466433
hamburg_000000_074139,0.3293600954173498,0.1852144369386796,0.1852259685731504
bremen_000275_000019,0.39270563826842697,0.13755936202698069,0.13755953606723406
strasbourg_000000_025772,0.387625702341541,0.12315982958833885,0.12316534456973623
weimar_000039_000019,0.2400906557387443,0.1671234743902827,0.1671373726073065
erfurt_000006_000019,0.22943004219611055,0.13475469961370692,0.13476059979159716
frankfurt_000001_030669,0.3699978929385898,0.1308415719070245,0.1308414395025915
strasbourg_000000_031223,0.3774677190744373,0.27643098861668713,0.27643123711654266
hamburg_000000_043944,0.25915491711591937,0.2153441113308424,0.2153528078648153
zurich_000063_000019,0.3910740429673573,0.08343985329891647,0.08344148049124712
hanover_000000_026743,0.3822012347327749,0.15834080599725978,0.15834700842308674
strasbourg_000000_017761,0.3309012016372104,0.1374331541663214,0.13744314538318028
cologne_000042_000019,0.3936531787849716,0.13541184196020087,0.13541175580193612
erfurt_000095_000019,0.37332722963988363,0.07337711870297955,0.07337670971347642
monchengladbach_000000_025215,0.3955383921261161,0.15180408063055925,0.1518050135960981
hamburg_000000_037279,0.17671283409403676,0.18307224256029375,0.18308723577562858
bremen_000024_000019,0.7255173604356682,0.04173245673598738,0.041734691637244685
frankfurt_000001_055603,0.3677724534055235,0.10482907347015148,0.10483311480327345
aachen_000049_000019,0.4048469183554956,0.08297860256889429,0.08298033239532913
dusseldorf_000206_000019,0.4074972383724047,0.02249322016527314,0.022494112152610022
bremen_000019_000019,0.18847981692690152,0.2126433412305553,0.21265911074829083
strasbourg_000001_015220,0.3787035937212625,0.11821074060555822,0.11822008988037179
hanover_000000_005970,0.21053063516058115,0.30017410652064747,0.30020023819939956
strasbourg_000000_035255,0.3822445566596285,0.07888848420918218,0.07888772779349412
dusseldorf_000160_000019,0.16595799248204635,0.16040097979044435,0.16040929018153563
darmstadt_000070_000019,0.3804629439730446,0.028085229692296893,0.028084073311366763
ulm_000010_000019,0.34706869073580887,0.20537527371026007,0.20538165927291294
ulm_000094_000019,0.3216972437138616,0.4374209158621568,0.4374500885510459
frankfurt_000000_009969,0.19505589258819087,0.23548388260802805,0.2354867831858808
frankfurt_000001_068772,0.2675553581458401,0.08355874239855761,0.08356093877559591
bremen_000112_000019,0.3794512007118986,0.06140404913172106,0.061403242192734575
tubingen_000122_000019,0.2881328401841024,0.1325359679045597,0.13254700552078968
erfurt_000045_000019,0.43514813427544674,0.14059026684556553,0.14059225481749402
darmstadt_000039_000019,0.3915124330434759,0.058326265309820026,0.058330041227933276
munster_000035_000019,0.39597611057542453,0.07850394133238317,0.07851519649087951
jena_000009_000019,0.4158733839525563,0.06969275706675733,0.06969448694521928
strasbourg_000000_028556,0.3751101755989521,0.1288328056034251,0.1288374907696515
aachen_000035_000019,0.3829516440056021,0.11849789328823722,0.1185060012874051
hamburg_000000_078407,0.3302488277683218,0.11608498109044608,0.11609108863875366
jena_000010_000019,0.38638072064892753,0.05780394832890414,0.057806344221449465
weimar_000003_000019,0.49311233819014794,0.07347650507616445,0.07348111741948662
cologne_000132_000019,0.4090168777742111,0.10196514572035204,0.10197109299583432
ulm_000035_000019,0.3013139399410097,0.13111817100196185,0.13113434898778573
hamburg_000000_048750,0.3792002550310339,0.19279484847241588,0.1927981312965994
dusseldorf_000019_000019,0.3787231263947176,0.11890322648137018,0.11890368619909258
hamburg_000000_035568,0.3174943724816442,0.14169794765713434,0.14170438474519176
cologne_000053_000019,0.3889969340397809,0.08488546878383908,0.08488786113784524
ulm_000063_000019,0.396994830532924,0.06649934857666506,0.06650086400202848
bremen_000169_000019,0.2137221089621207,0.14252252573588628,0.1425261233464371
dusseldorf_000202_000019,0.4277405910900252,0.08357180268966978,0.08357453150715992
jena_000079_000019,0.38454810933157246,0.116236879269863,0.11624082118095216
monchengladbach_000000_013352,0.4123143354815721,0.16917796068258698,0.16918015347441676
strasbourg_000000_010372,0.3883388161697742,0.0816011502746141,0.08160465428726431
aachen_000147_000019,0.39313469571920673,0.08882431402699681,0.08882775090337318
lindau_000041_000019,0.39062299278308404,0.1070014682744001,0.10700365785205264
dusseldorf_000166_000019,0.3801306626287312,0.1287654140795163,0.12877029410236726
strasbourg_000000_026741,0.38365012815832783,0.11834437317615888,0.11834888792342767
strasbourg_000001_055273,0.3396407730147836,0.16933459282859473,0.169339461195382
hamburg_000000_047157,0.39704152974600493,0.13272892986645482,0.13273054741773951
frankfurt_000001_002646,0.2572480237801975,0.15798853609145377,0.15799450639510113
hanover_000000_027282,0.32668941742530827,0.11249848281607631,0.11250038549731517
strasbourg_000001_047955,0.34683203044553085,0.3169175820963032,0.316918101062811
ulm_000072_000019,0.42063886601045614,0.12329496645381556,0.12330125182336861
aachen_000059_000019,0.39350386051089675,0.13819519412018788,0.13820318449240984
bremen_000191_000019,0.3595934489028405,0.14247065771712494,0.14247426792145135
aachen_000093_000019,0.39139999399193787,0.08189862815396969,0.08190238103214276
zurich_000114_000019,0.2236916177538395,0.13100758232279752,0.13101445966986586
jena_000019_000019,0.1878390662849338,0.18332222220250707,0.18333246595053465
bochum_000000_001828,0.27713522432977195,0.33675887898576673,0.336784226689531
munster_000056_000019,0.3797177979266653,0.06991311657881612,0.06991333391966471
jena_000058_000019,0.5866365725598384,0.15121870432836396,0.15121936705924208
zurich_000100_000019,0.29967486852326,0.2213549618668044,0.2213681897529782
strasbourg_000001_043886,0.1620816015213734,0.3592162437661868,0.359240534145069
frankfurt_000001_020046,0.1995273949641156,0.28438705081746596,0.2843997002617949
krefeld_000000_034686,0.3797547822145427,0.17850403053698566,0.1785097257637389
jena_000045_000019,0.3871889915559026,0.13289069364473133,0.13289590303451673
monchengladbach_000000_004580,0.2572764519862309,0.3604696669354139,0.36048820096320894
munster_000130_000019,0.36415237137942985,0.18624895715926956,0.18626121448508445
aachen_000158_000019,0.3202937753763298,0.27341112483907426,0.27342548207436446
hanover_000000_042770,0.33317865352558046,0.13893064484326687,0.13894015600002005
strasbourg_000000_008677,0.3807566130309039,0.24950430818818858,0.24950323639389776
monchengladbach_000000_000076,0.19823853181334672,0.2524085169524052,0.2524265199264834
erfurt_000024_000019,0.40818653718084613,0.11095252625584323,0.11095565440094922
hanover_000000_026014,0.39607596653835586,0.12866153237480124,0.12866277903847975
dusseldorf_000075_000019,0.3805451690073649,0.08843048325293398,0.0884434649366383
hamburg_000000_008494,0.4235205057521784,0.18883022067558458,0.18883266022695233
cologne_000017_000019,0.3700992728225669,0.13454151178209117,0.1345482643845022
monchengladbach_000000_006518,0.3685859167946317,0.09600254725343951,0.09600421141686555
lindau_000022_000019,0.38898819908496496,0.05636284780915085,0.056362649705141085
frankfurt_000001_059119,0.40984664449744473,0.236220985457433,0.2362212492920576
dusseldorf_000031_000019,0.36527229863766797,0.1391357037650771,0.13914584266878316
erfurt_000038_000019,0.4443953231753652,0.07329201628107815,0.07329338619385246
dusseldorf_000007_000019,0.4007629243840898,0.08351223265531278,0.08351766082397756
weimar_000085_000019,0.4016893793481847,0.02969607114533929,0.029699529950953533
strasbourg_000001_063808,0.3834083875177418,0.17691079225063364,0.17691005846071073
hamburg_000000_047220,0.20739017396971637,0.18957415834656402,0.18958407511800335
weimar_000131_000019,0.38516195972205974,0.19580850678250605,0.19581175809775256
frankfurt_000001_062793,0.3830072316154428,0.16744069527456196,0.16745458743783243
zurich_000001_000019,0.2428383388685586,0.21298092914490252,0.21300009457547475
cologne_000041_000019,0.3979903944492949,0.13101460464128306,0.13103289844174718
stuttgart_000072_000019,0.3862577957197413,0.12783524647463856,0.12784090373215867
monchengladbach_000000_034302,0.40793609744936954,0.00023489042728272604,0.00023693523816196944
jena_000043_000019,0.4192004691345975,0.08647423287341705,0.08647437846951635
monchengladbach_000000_020856,0.35790547267505923,0.24176109652838176,0.24176474166655662
frankfurt_000000_011810,0.19307733518615486,0.1117251534828636,0.11173004380813929
weimar_000076_000019,0.3848589086409261,0.12100424955766237,0.12101337059014271
bochum_000000_015321,0.38176841740781403,0.1097634441627655,0.1097678014997417
frankfurt_000001_012738,0.3918676316693746,0.08902895613328722,0.08903019869872096
zurich_000062_000019,0.2562396293586967,0.20432073018742317,0.2043362803974751
jena_000070_000019,0.3807087872983281,0.10383732788989994,0.10383865895632034
frankfurt_000001_072155,0.21377957859484936,0.2701439499450047,0.27016276183909127
strasbourg_000001_053579,0.3924400762432325,0.3930658308338606,0.3930648311333516
lindau_000013_000019,0.23454763538634726,0.20224332331230768,0.2022612519567564
stuttgart_000048_000019,0.15934037613862895,0.15087185131924988,0.1508713394064807
weimar_000087_000019,0.3929409969003121,0.053536382916830313,0.053536051287655796
tubingen_000099_000019,0.19656635473061496,0.18419303068278417,0.18420365579283537
strasbourg_000001_056330,0.3341374470437889,0.1947426101466455,0.1947522259799564
frankfurt_000000_016286,0.18544263704973218,0.1815736389227671,0.1815870683775587
weimar_000095_000019,0.27544754417368755,0.2024943006446191,0.20250868254572474
munster_000054_000019,0.1510995918264081,0.14703033167081841,0.1470419635699615
bochum_000000_016260,0.3871358983637419,0.20150954627006487,0.2015115903469132
strasbourg_000000_029051,0.4161616340212842,0.25580483641834995,0.25580532938344974
bochum_000000_000885,0.33087632147209955,0.16345293477287154,0.16345785661167453
hamburg_000000_032266,0.3970929092339966,0.08138360482809179,0.08138558730839639
munster_000085_000019,0.3183785743119556,0.10473336997739495,0.10473554720311666
krefeld_000000_024604,0.48783360342231197,0.0807564354993326,0.08075635314125386
monchengladbach_000000_018294,0.30609030643538643,0.13011558652491192,0.1301147561666309
lindau_000005_000019,0.39448848274139586,0.1483159480065069,0.14832428683477009
strasbourg_000000_021651,0.3690911527015739,0.164170686151014,0.16417479288382097
hamburg_000000_099902,0.19832383673624873,0.2870229436811006,0.2870400451911657
aachen_000038_000019,0.3961978431028408,0.036918271681928,0.03691960140752418
hanover_000000_048508,0.23945303856278746,0.23305888027332794,0.2330733144084974
stuttgart_000109_000019,0.38403781161995787,0.13896015417798654,0.13896720195318588
dusseldorf_000117_000019,0.2612300155691353,0.13818049705609955,0.13818290817239134
stuttgart_000141_000019,0.42968423187050203,0.07076807250421818,0.07076824641222769
monchengladbach_000000_024964,0.24719565470142973,0.13771162884833274,0.13771793766193605
ulm_000025_000019,0.2876134138912636,0.14904001706438907,0.14904756155624305
strasbourg_000001_047755,0.18037691994663818,0.1909364997673896,0.1909421371932802
hamburg_000000_028056,0.38015526192848503,0.10452484432841168,0.10452706084569038
munster_000102_000019,0.3883817920635429,0.10823021547066893,0.1082350031810953
hanover_000000_056142,0.24630084776717867,0.20731998391267867,0.20732148913393564
stuttgart_000079_000019,0.44056571178311066,0.08497365140372322,0.08497518174080917
zurich_000110_000019,0.37889885656911293,0.1415908961793164,0.1415963915493431
ulm_000000_000019,0.16025443786488597,0.38355511400212494,0.38358751233428745
frankfurt_000001_050686,0.3596104629324674,0.14558975038953523,0.14560211643429627
strasbourg_000001_035689,0.32456327844513444,0.10234063514117335,0.10234467009578271
krefeld_000000_005252,0.25045003281046085,0.22156300889980549,0.22157601577129113
frankfurt_000001_010830,0.29283666249753987,0.29880934151945415,0.29880870682739913
monchengladbach_000000_012672,0.38198400338152677,0.2719051056736758,0.2719042072721981
tubingen_000109_000019,0.291695818921075,0.11347346679821325,0.11348350020147153
aachen_000125_000019,0.4068719503890428,0.1839080034203112,0.18390745957213636
hamburg_000000_036427,0.20227657664510693,0.1382108374305012,0.13822489457437356
cologne_000028_000019,0.39653432648859605,0.09263135329361513,0.09263325789507414
erfurt_000098_000019,0.17137392978385657,0.18352043296572104,0.18353447400191134
dusseldorf_000014_000019,0.40876486776136245,0.12952054609118444,0.12953002506673822
zurich_000036_000019,0.22678899919243467,0.337994341547277,0.33802161199772207
stuttgart_000189_000019,0.32803489909960926,0.04337498836686738,0.04337631164543371
bremen_000145_000019,0.3448906686473784,0.19284412621393524,0.19286123892873527
munster_000062_000019,0.3846502538762124,0.08272996352381662,0.08273377534292659
frankfurt_000001_051516,0.5101983614754745,0.22041233699123683,0.22042766270886577
ulm_000031_000019,0.28851327157100093,0.14440880688825664,0.14441579385440054
aachen_000124_000019,0.4021804843865163,0.10335270096323698,0.10335577056804983
aachen_000042_000019,0.25179975907563146,0.12066875867646429,0.12067654276580077
frankfurt_000001_024927,0.29691643401288853,0.1678357173155913,0.16784447715647666
dusseldorf_000142_000019,0.31755769145395174,0.09996415291580844,0.09996894890552459
hamburg_000000_021961,0.18492674934426798,0.16297295863440497,0.1629833025223382
cologne_000114_000019,0.36733662841257164,0.12136438502712261,0.121367126790945
bremen_000296_000019,0.18485610895197074,0.16916722462701375,0.16917751718173837
munster_000010_000019,0.36142819181731634,0.20011399560483262,0.20012019384997404
lindau_000037_000019,0.38268822912127537,0.07430880053695736,0.07431389339013143
hamburg_000000_061468,0.15935612521186085,0.20057710193771822,0.20058776067563278
dusseldorf_000152_000019,0.38261726208962904,0.13250063374268944,0.13251093991340848
bremen_000228_000019,0.5956431641679721,0.1570722463554094,0.15707198212459222
stuttgart_000191_000019,0.42922186984357175,0.1094020285175892,0.10940719864011797
erfurt_000022_000019,0.40015116758227826,0.12720165777500683,0.1272151812676371
ulm_000005_000019,0.3941815765754109,0.11385802513385539,0.11386779032329636
dusseldorf_000171_000019,0.4167762842857527,0.11577114079359219,0.11577217385937748
dusseldorf_000025_000019,0.39952853687734624,0.14766546275054382,0.14767629603958787
hamburg_000000_105123,0.38016568162931985,0.2776214822447294,0.27762365644668113
monchengladbach_000000_033683,0.35042988559389665,0.25926220168508807,0.25926371888965566
lindau_000029_000019,0.45148140858975644,0.14937897569673067,0.1493863741720823
frankfurt_000001_032942,0.38452642434763107,0.12943557392861701,0.1294379991860678
hamburg_000000_073758,0.31790456020921865,0.34446719700668815,0.34450223769351335
dusseldorf_000170_000019,0.39742502622389364,0.10999653079292719,0.10999826014641959
munster_000109_000019,0.18673545347461737,0.3428505400674328,0.34287413110787246
frankfurt_000001_013016,0.4481715384826349,0.3219150384370757,0.321922820241521
stuttgart_000107_000019,0.4053733756268248,0.060075953176880546,0.06007906179663054
dusseldorf_000173_000019,0.4066211949154576,0.07367723706331059,0.07367867832723828
lindau_000058_000019,0.3345590232712462,0.3235808869714614,0.3236037185682399
dusseldorf_000097_000019,0.26705381313406734,0.28075202758833884,0.28075912484334686
strasbourg_000001_003991,0.27095068734509054,0.11313923458937598,0.1131440984587213
weimar_000033_000019,0.4151208485182818,0.3843080656935872,0.3843092397939015
stuttgart_000073_000019,0.38976809694502373,0.10133821717400597,0.10133997692614774
aachen_000117_000019,0.2885570924544233,0.15322210891942992,0.153232413879425
hanover_000000_056361,0.3507939779004057,0.1257368876834944,0.12573932158248927
erfurt_000081_000019,0.38917967683324695,0.1059681737483418,0.10597017602131092
strasbourg_000001_031582,0.38211898773765873,0.18683805805861706,0.18684390652733182
frankfurt_000001_015328,0.43079745904027367,0.35257266244116486,0.35257305526122223
erfurt_000093_000019,0.21259643486836233,0.10201235225892034,0.10201800371816974
bremen_000258_000019,0.4548282481695577,0.10469360174806729,0.10470271788461366
bremen_000114_000019,0.3789793119177783,0.06491950340179103,0.06492095336346966
tubingen_000103_000019,0.25759696408522703,0.22218608238327187,0.22220098434700514
cologne_000095_000019,0.3959991250771566,0.14009222133006907,0.14009485657238585
hamburg_000000_044996,0.34615131382769787,0.08383479497466895,0.08383914797338696
bochum_000000_007651,0.38890506837688127,0.22467568859498696,0.22468824130328555
bremen_000164_000019,0.38843972131987603,0.15204909245266332,0.15205160768226975
lindau_000002_000019,0.15161860106259387,0.28035534801599404,0.28037666750089435
erfurt_000036_000019,0.3780992799114287,0.1405704472853789,0.1405796716466797
munster_000118_000019,0.18553564000913778,0.48176678099749076,0.4818086588739839
hanover_000000_056457,0.3176410367541164,0.24808420830607278,0.24808721839182457
erfurt_000080_000019,0.37308868227171055,0.11987980674534257,0.11988354661446447
munster_000128_000019,0.16178174796383574,0.22282264089502313,0.22284269112238375
krefeld_000000_026919,0.37720691702547854,0.3275683047725732,0.3275672928283308
tubingen_000087_000019,0.3220390815245955,0.12219658455001266,0.12220349835719546
hanover_000000_032351,0.37920454781064034,0.1523401326267098,0.15234361941006525
strasbourg_000001_051574,0.3423729728544909,0.2433606876482607,0.24336051217467633
bremen_000172_000019,0.3405833943875015,0.17504149148879128,0.1750521263142411
bremen_000119_000019,0.22136866942993527,0.25167637587836184,0.2516979204054355
bremen_000312_000019,0.40691785226212823,0.10404846154315577,0.10405852528066449
bremen_000113_000019,0.3814584152852676,0.10751458933129669,0.1075169272963817
cologne_000060_000019,0.2070983888295703,0.394015573606396,0.3940292022093158
hamburg_000000_050160,0.3961144572531185,0.2333264281235857,0.23332575399920677
hamburg_000000_029378,0.3488570158325179,0.21648788447080355,0.21650027607742056
tubingen_000010_000019,0.37889500338687027,0.1303983486101699,0.13040274572047508
tubingen_000005_000019,0.3896051614010144,0.05788817147083979,0.0578867717668583
dusseldorf_000153_000019,0.3895485684917852,0.18110860638552864,0.18111246379522541
aachen_000036_000019,0.3708999566220874,0.13623039364133435,0.13623748570516822
frankfurt_000001_017459,0.34510367674526976,0.05879998883204531,0.058798829651588475
strasbourg_000001_052840,0.32454359164696134,0.07530268875590276,0.07530161844385286
erfurt_000097_000019,0.27360214328106475,0.15072401197731364,0.15073270963480054
stuttgart_000055_000019,0.17724342826045303,0.13489215461289478,0.13490527950599024
hamburg_000000_088054,0.3085593413927621,0.18492043916526962,0.18492987183436999
strasbourg_000000_013863,0.3804187899179331,0.21852483128077468,0.21852873827559988
bremen_000031_000019,0.4112186156345052,0.12975450783657622,0.12975711467936088
